instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,status
15076,2012-09-25,4,1,9,8,0,2,1,1,0.48,0.4697,0.67,0.194,41,764,805,Non Active
15077,2012-09-25,4,1,9,9,0,2,1,1,0.54,0.5152,0.56,0.2537,28,381,409,Non Active
15078,2012-09-25,4,1,9,10,0,2,1,1,0.56,0.5303,0.52,0.2985,45,125,170,Non Active
15079,2012-09-25,4,1,9,11,0,2,1,1,0.6,0.6212,0.46,0.2985,63,155,218,Non Active
15080,2012-09-25,4,1,9,12,0,2,1,1,0.62,0.6212,0.43,0.2836,69,233,302,Non Active
15081,2012-09-25,4,1,9,13,0,2,1,1,0.64,0.6212,0.47,0.2537,48,257,305,Non Active
15082,2012-09-25,4,1,9,14,0,2,1,1,0.66,0.6212,0.39,0.3284,80,213,293,Non Active
15083,2012-09-25,4,1,9,15,0,2,1,1,0.66,0.6212,0.36,0.3284,56,247,303,Non Active
15084,2012-09-25,4,1,9,16,0,2,1,1,0.66,0.6212,0.39,0.2985,59,436,495,Non Active
15085,2012-09-25,4,1,9,17,0,2,1,1,0.66,0.6212,0.39,0.2836,107,860,967,Non Active
15086,2012-09-25,4,1,9,18,0,2,1,1,0.64,0.6212,0.41,0.2239,64,758,822,Non Active
15087,2012-09-25,4,1,9,19,0,2,1,1,0.62,0.6212,0.5,0.2537,49,490,539,Non Active
15088,2012-09-25,4,1,9,20,0,2,1,1,0.6,0.6212,0.56,0.2985,37,388,425,Non Active
15089,2012-09-25,4,1,9,21,0,2,1,1,0.6,0.6212,0.56,0.2985,34,263,297,Non Active
15090,2012-09-25,4,1,9,22,0,2,1,1,0.6,0.6212,0.56,0.2836,14,174,188,Non Active
15091,2012-09-25,4,1,9,23,0,2,1,1,0.6,0.6212,0.56,0.3284,9,89,98,Non Active
15092,2012-09-26,4,1,9,0,0,3,1,1,0.58,0.5455,0.64,0.2985,6,34,40,Non Active
15093,2012-09-26,4,1,9,1,0,3,1,1,0.58,0.5455,0.64,0.3284,10,19,29,Non Active
15094,2012-09-26,4,1,9,2,0,3,1,2,0.58,0.5455,0.64,0.2836,2,15,17,Non Active
15095,2012-09-26,4,1,9,3,0,3,1,2,0.58,0.5455,0.64,0.2836,4,6,10,Non Active
15096,2012-09-26,4,1,9,4,0,3,1,1,0.56,0.5303,0.73,0.2537,2,12,14,Non Active
15097,2012-09-26,4,1,9,5,0,3,1,1,0.56,0.5303,0.73,0.2239,1,35,36,Non Active
15098,2012-09-26,4,1,9,6,0,3,1,1,0.54,0.5152,0.73,0.194,3,179,182,Non Active
15099,2012-09-26,4,1,9,7,0,3,1,1,0.54,0.5152,0.77,0.1343,9,523,532,Non Active
15100,2012-09-26,4,1,9,8,0,3,1,1,0.56,0.5303,0.73,0.2985,30,808,838,Non Active
15101,2012-09-26,4,1,9,9,0,3,1,1,0.6,0.6061,0.64,0.194,27,307,334,Non Active
15102,2012-09-26,4,1,9,10,0,3,1,1,0.6,0.5909,0.73,0.2836,29,156,185,Non Active
15103,2012-09-26,4,1,9,11,0,3,1,1,0.64,0.6212,0.61,0.2537,46,181,227,Non Active
15104,2012-09-26,4,1,9,12,0,3,1,1,0.68,0.6364,0.61,0.2239,56,260,316,Non Active
15105,2012-09-26,4,1,9,13,0,3,1,1,0.7,0.6515,0.58,0.2239,67,273,340,Non Active
15106,2012-09-26,4,1,9,14,0,3,1,1,0.74,0.6667,0.48,0.2836,60,217,277,Non Active
15107,2012-09-26,4,1,9,15,0,3,1,1,0.74,0.6667,0.48,0.2985,69,231,300,Non Active
15108,2012-09-26,4,1,9,16,0,3,1,1,0.74,0.6667,0.45,0.2836,71,397,468,Non Active
15109,2012-09-26,4,1,9,17,0,3,1,1,0.74,0.6667,0.48,0.2985,77,876,953,Non Active
15110,2012-09-26,4,1,9,18,0,3,1,1,0.74,0.6667,0.48,0.2239,69,815,884,Non Active
15111,2012-09-26,4,1,9,19,0,3,1,1,0.7,0.6515,0.54,0.1642,38,589,627,Non Active
15112,2012-09-26,4,1,9,20,0,3,1,1,0.66,0.6212,0.69,0.194,45,389,434,Non Active
15113,2012-09-26,4,1,9,21,0,3,1,1,0.66,0.6212,0.65,0.194,32,328,360,Non Active
15114,2012-09-26,4,1,9,22,0,3,1,3,0.62,0.6061,0.69,0.194,21,194,215,Non Active
15115,2012-09-26,4,1,9,23,0,3,1,2,0.6,0.5758,0.78,0.2537,13,102,115,Non Active
15116,2012-09-27,4,1,9,0,0,4,1,1,0.6,0.5758,0.78,0.0896,5,60,65,Non Active
15117,2012-09-27,4,1,9,1,0,4,1,1,0.6,0.5758,0.78,0.0896,5,16,21,Non Active
15118,2012-09-27,4,1,9,2,0,4,1,1,0.6,0.5758,0.78,0.0896,3,13,16,Non Active
15119,2012-09-27,4,1,9,3,0,4,1,1,0.6,0.5758,0.78,0.0,0,7,7,Non Active
15120,2012-09-27,4,1,9,4,0,4,1,1,0.56,0.5303,0.94,0.1343,2,6,8,Non Active
15121,2012-09-27,4,1,9,5,0,4,1,1,0.58,0.5455,0.83,0.0,2,64,66,Non Active
15122,2012-09-27,4,1,9,6,0,4,1,1,0.56,0.5303,0.88,0.0896,5,164,169,Non Active
15123,2012-09-27,4,1,9,7,0,4,1,1,0.6,0.5758,0.78,0.0,12,546,558,Non Active
15124,2012-09-27,4,1,9,8,0,4,1,1,0.62,0.6061,0.71,0.0896,20,774,794,Non Active
15125,2012-09-27,4,1,9,9,0,4,1,1,0.66,0.6212,0.65,0.0,30,305,335,Non Active
15126,2012-09-27,4,1,9,10,0,4,1,2,0.7,0.6515,0.51,0.2836,40,168,208,Non Active
15127,2012-09-27,4,1,9,11,0,4,1,2,0.72,0.6667,0.51,0.1642,67,227,294,Non Active
15128,2012-09-27,4,1,9,12,0,4,1,2,0.74,0.6667,0.48,0.1343,63,272,335,Non Active
15129,2012-09-27,4,1,9,13,0,4,1,2,0.74,0.6667,0.48,0.0,61,265,326,Non Active
15130,2012-09-27,4,1,9,14,0,4,1,2,0.76,0.6818,0.45,0.0896,44,214,258,Non Active
15131,2012-09-27,4,1,9,15,0,4,1,2,0.76,0.6818,0.45,0.0,41,255,296,Non Active
15132,2012-09-27,4,1,9,16,0,4,1,2,0.72,0.6667,0.58,0.3284,73,399,472,Non Active
15133,2012-09-27,4,1,9,17,0,4,1,2,0.66,0.6212,0.69,0.2985,87,818,905,Non Active
15134,2012-09-27,4,1,9,18,0,4,1,2,0.66,0.6212,0.69,0.2239,77,822,899,Non Active
15135,2012-09-27,4,1,9,19,0,4,1,1,0.66,0.6212,0.65,0.1343,48,511,559,Non Active
15136,2012-09-27,4,1,9,20,0,4,1,2,0.64,0.6061,0.69,0.2239,45,412,457,Non Active
15137,2012-09-27,4,1,9,21,0,4,1,3,0.62,0.5758,0.83,0.2985,18,235,253,Non Active
15138,2012-09-27,4,1,9,22,0,4,1,3,0.62,0.5758,0.83,0.2985,2,45,47,Non Active
15139,2012-09-27,4,1,9,23,0,4,1,3,0.62,0.5758,0.83,0.1642,1,44,45,Non Active
15140,2012-09-28,4,1,9,0,0,5,1,3,0.6,0.5455,0.88,0.1642,2,15,17,Non Active
15141,2012-09-28,4,1,9,1,0,5,1,3,0.6,0.5455,0.88,0.0,0,13,13,Non Active
15142,2012-09-28,4,1,9,2,0,5,1,3,0.6,0.5455,0.88,0.2985,1,9,10,Non Active
15143,2012-09-28,4,1,9,3,0,5,1,2,0.6,0.5606,0.83,0.1343,0,7,7,Non Active
15144,2012-09-28,4,1,9,4,0,5,1,3,0.56,0.5303,0.88,0.1045,2,10,12,Non Active
15145,2012-09-28,4,1,9,5,0,5,1,1,0.56,0.5303,0.88,0.0,1,37,38,Non Active
15146,2012-09-28,4,1,9,6,0,5,1,2,0.56,0.5303,0.94,0.0896,2,136,138,Non Active
15147,2012-09-28,4,1,9,7,0,5,1,2,0.56,0.5303,0.94,0.0,10,384,394,Non Active
15148,2012-09-28,4,1,9,8,0,5,1,1,0.6,0.5606,0.83,0.0896,31,674,705,Non Active
15149,2012-09-28,4,1,9,9,0,5,1,2,0.62,0.5758,0.83,0.1045,27,399,426,Non Active
15150,2012-09-28,4,1,9,10,0,5,1,2,0.64,0.5909,0.78,0.1343,51,194,245,Non Active
15151,2012-09-28,4,1,9,11,0,5,1,2,0.66,0.6212,0.69,0.0,109,252,361,Non Active
15152,2012-09-28,4,1,9,12,0,5,1,2,0.7,0.6515,0.54,0.2537,94,286,380,Non Active
15153,2012-09-28,4,1,9,13,0,5,1,2,0.7,0.6515,0.51,0.2537,106,304,410,Non Active
15154,2012-09-28,4,1,9,14,0,5,1,2,0.7,0.6515,0.54,0.2537,105,294,399,Non Active
15155,2012-09-28,4,1,9,15,0,5,1,2,0.68,0.6364,0.54,0.2836,104,288,392,Non Active
15156,2012-09-28,4,1,9,16,0,5,1,2,0.66,0.6212,0.5,0.2239,83,419,502,Non Active
15157,2012-09-28,4,1,9,17,0,5,1,2,0.66,0.6212,0.54,0.2985,101,707,808,Non Active
15158,2012-09-28,4,1,9,18,0,5,1,2,0.64,0.6212,0.5,0.2239,58,609,667,Non Active
15159,2012-09-28,4,1,9,19,0,5,1,3,0.62,0.6212,0.5,0.2537,38,470,508,Non Active
15160,2012-09-28,4,1,9,20,0,5,1,3,0.6,0.6212,0.53,0.1642,32,304,336,Non Active
15161,2012-09-28,4,1,9,21,0,5,1,3,0.6,0.6212,0.53,0.194,32,205,237,Non Active
15162,2012-09-28,4,1,9,22,0,5,1,2,0.58,0.5455,0.53,0.2239,30,190,220,Non Active
15163,2012-09-28,4,1,9,23,0,5,1,2,0.56,0.5303,0.56,0.194,26,164,190,Non Active
15164,2012-09-29,4,1,9,0,0,6,0,1,0.54,0.5152,0.6,0.2239,15,134,149,Non Active
15165,2012-09-29,4,1,9,1,0,6,0,1,0.54,0.5152,0.6,0.2239,12,89,101,Non Active
15166,2012-09-29,4,1,9,2,0,6,0,2,0.54,0.5152,0.56,0.2239,12,80,92,Non Active
15167,2012-09-29,4,1,9,3,0,6,0,2,0.52,0.5,0.59,0.194,4,25,29,Non Active
15168,2012-09-29,4,1,9,4,0,6,0,1,0.52,0.5,0.59,0.2537,6,8,14,Non Active
15169,2012-09-29,4,1,9,5,0,6,0,1,0.5,0.4848,0.63,0.194,2,13,15,Non Active
15170,2012-09-29,4,1,9,6,0,6,0,1,0.5,0.4848,0.63,0.2537,4,33,37,Non Active
15171,2012-09-29,4,1,9,7,0,6,0,1,0.48,0.4697,0.67,0.2836,12,61,73,Non Active
15172,2012-09-29,4,1,9,8,0,6,0,1,0.5,0.4848,0.68,0.2836,37,174,211,Non Active
15173,2012-09-29,4,1,9,9,0,6,0,1,0.5,0.4848,0.63,0.194,69,263,332,Non Active
15174,2012-09-29,4,1,9,10,0,6,0,1,0.54,0.5152,0.56,0.2537,134,338,472,Non Active
15175,2012-09-29,4,1,9,11,0,6,0,1,0.56,0.5303,0.52,0.2836,217,446,663,Non Active
15176,2012-09-29,4,1,9,12,0,6,0,1,0.62,0.6212,0.41,0.2985,191,491,682,Non Active
15177,2012-09-29,4,1,9,13,0,6,0,1,0.62,0.6212,0.41,0.2985,233,453,686,Non Active
15178,2012-09-29,4,1,9,14,0,6,0,1,0.6,0.6212,0.4,0.2537,302,448,750,Non Active
15179,2012-09-29,4,1,9,15,0,6,0,1,0.6,0.6212,0.43,0.2537,271,456,727,Non Active
15180,2012-09-29,4,1,9,16,0,6,0,1,0.62,0.6212,0.41,0.2537,275,447,722,Non Active
15181,2012-09-29,4,1,9,17,0,6,0,1,0.6,0.6212,0.38,0.3582,256,456,712,Non Active
15182,2012-09-29,4,1,9,18,0,6,0,1,0.56,0.5303,0.46,0.194,174,420,594,Non Active
15183,2012-09-29,4,1,9,19,0,6,0,1,0.52,0.5,0.55,0.1642,119,351,470,Non Active
15184,2012-09-29,4,1,9,20,0,6,0,1,0.52,0.5,0.55,0.194,88,227,315,Non Active
15185,2012-09-29,4,1,9,21,0,6,0,1,0.52,0.5,0.55,0.1343,73,219,292,Non Active
15186,2012-09-29,4,1,9,22,0,6,0,1,0.5,0.4848,0.63,0.1045,48,173,221,Non Active
15187,2012-09-29,4,1,9,23,0,6,0,1,0.5,0.4848,0.59,0.0896,35,161,196,Non Active
15188,2012-09-30,4,1,9,0,0,0,0,1,0.5,0.4848,0.59,0.0,35,112,147,Non Active
15189,2012-09-30,4,1,9,1,0,0,0,1,0.5,0.4848,0.59,0.0,31,85,116,Non Active
15190,2012-09-30,4,1,9,2,0,0,0,1,0.48,0.4697,0.63,0.0,21,71,92,Non Active
15191,2012-09-30,4,1,9,3,0,0,0,1,0.46,0.4545,0.67,0.0896,17,41,58,Non Active
15192,2012-09-30,4,1,9,4,0,0,0,1,0.46,0.4545,0.67,0.0896,1,6,7,Non Active
15193,2012-09-30,4,1,9,5,0,0,0,1,0.44,0.4394,0.72,0.0,1,9,10,Non Active
15194,2012-09-30,4,1,9,6,0,0,0,1,0.44,0.4394,0.72,0.0896,2,20,22,Non Active
15195,2012-09-30,4,1,9,7,0,0,0,1,0.44,0.4394,0.77,0.0,14,43,57,Non Active
15196,2012-09-30,4,1,9,8,0,0,0,1,0.48,0.4697,0.67,0.1045,18,126,144,Non Active
15197,2012-09-30,4,1,9,9,0,0,0,1,0.52,0.5,0.63,0.1045,74,211,285,Non Active
15198,2012-09-30,4,1,9,10,0,0,0,1,0.58,0.5455,0.46,0.1642,160,319,479,Non Active
15199,2012-09-30,4,1,9,11,0,0,0,1,0.6,0.6212,0.43,0.2239,222,369,591,Non Active
15200,2012-09-30,4,1,9,12,0,0,0,1,0.62,0.6212,0.41,0.2985,206,474,680,Non Active
15201,2012-09-30,4,1,9,13,0,0,0,1,0.62,0.6212,0.41,0.2537,180,414,594,Non Active
15202,2012-09-30,4,1,9,14,0,0,0,1,0.62,0.6212,0.41,0.2537,208,404,612,Non Active
15203,2012-09-30,4,1,9,15,0,0,0,1,0.64,0.6212,0.36,0.2537,230,419,649,Non Active
15204,2012-09-30,4,1,9,16,0,0,0,1,0.64,0.6212,0.36,0.2239,202,446,648,Non Active
15205,2012-09-30,4,1,9,17,0,0,0,1,0.62,0.6212,0.35,0.2836,195,380,575,Non Active
15206,2012-09-30,4,1,9,18,0,0,0,1,0.52,0.5,0.59,0.4478,91,310,401,Non Active
15207,2012-09-30,4,1,9,19,0,0,0,3,0.5,0.4848,0.72,0.1343,34,223,257,Non Active
15208,2012-09-30,4,1,9,20,0,0,0,3,0.5,0.4848,0.72,0.1343,31,163,194,Non Active
15209,2012-09-30,4,1,9,21,0,0,0,1,0.5,0.4848,0.68,0.0,19,104,123,Non Active
15210,2012-09-30,4,1,9,22,0,0,0,1,0.48,0.4697,0.72,0.0,15,76,91,Non Active
15211,2012-09-30,4,1,9,23,0,0,0,1,0.48,0.4697,0.72,0.0896,8,49,57,Non Active
15212,2012-10-01,4,1,10,0,0,1,1,1,0.46,0.4545,0.72,0.1045,6,39,45,Non Active
15213,2012-10-01,4,1,10,1,0,1,1,1,0.44,0.4394,0.77,0.0896,5,13,18,Non Active
15214,2012-10-01,4,1,10,2,0,1,1,1,0.46,0.4545,0.72,0.0,6,6,12,Non Active
15215,2012-10-01,4,1,10,3,0,1,1,1,0.44,0.4394,0.77,0.0,1,6,7,Non Active
15216,2012-10-01,4,1,10,4,0,1,1,1,0.42,0.4242,0.82,0.1045,0,10,10,Non Active
15217,2012-10-01,4,1,10,5,0,1,1,1,0.44,0.4394,0.77,0.0,2,34,36,Non Active
15218,2012-10-01,4,1,10,6,0,1,1,1,0.44,0.4394,0.77,0.1045,8,147,155,Non Active
15219,2012-10-01,4,1,10,7,0,1,1,1,0.44,0.4394,0.77,0.1642,13,470,483,Non Active
15220,2012-10-01,4,1,10,8,0,1,1,2,0.46,0.4545,0.77,0.1045,40,744,784,Non Active
15221,2012-10-01,4,1,10,9,0,1,1,2,0.52,0.5,0.63,0.0,26,314,340,Non Active
15222,2012-10-01,4,1,10,10,0,1,1,1,0.54,0.5152,0.56,0.0,44,135,179,Non Active
15223,2012-10-01,4,1,10,11,0,1,1,1,0.58,0.5455,0.46,0.0,76,196,272,Non Active
15224,2012-10-01,4,1,10,12,0,1,1,2,0.6,0.6212,0.43,0.1642,61,262,323,Non Active
15225,2012-10-01,4,1,10,13,0,1,1,2,0.6,0.6212,0.43,0.1642,80,225,305,Non Active
15226,2012-10-01,4,1,10,14,0,1,1,2,0.6,0.6212,0.43,0.1045,51,193,244,Non Active
15227,2012-10-01,4,1,10,15,0,1,1,2,0.62,0.6212,0.43,0.1343,95,234,329,Non Active
15228,2012-10-01,4,1,10,16,0,1,1,2,0.62,0.6212,0.46,0.2537,51,408,459,Non Active
15229,2012-10-01,4,1,10,17,0,1,1,3,0.56,0.5303,0.6,0.2537,65,791,856,Non Active
15230,2012-10-01,4,1,10,18,0,1,1,3,0.56,0.5303,0.64,0.1045,42,571,613,Non Active
15231,2012-10-01,4,1,10,19,0,1,1,2,0.54,0.5152,0.68,0.1045,33,483,516,Non Active
15232,2012-10-01,4,1,10,20,0,1,1,3,0.54,0.5152,0.68,0.0,11,251,262,Non Active
15233,2012-10-01,4,1,10,21,0,1,1,2,0.54,0.5152,0.73,0.1343,13,205,218,Non Active
15234,2012-10-01,4,1,10,22,0,1,1,3,0.54,0.5152,0.77,0.0896,17,190,207,Non Active
15235,2012-10-01,4,1,10,23,0,1,1,3,0.54,0.5152,0.77,0.0,17,88,105,Non Active
15236,2012-10-02,4,1,10,0,0,2,1,2,0.56,0.5303,0.73,0.0,1,30,31,Non Active
15237,2012-10-02,4,1,10,1,0,2,1,2,0.54,0.5152,0.77,0.1045,0,11,11,Non Active
15238,2012-10-02,4,1,10,2,0,2,1,2,0.54,0.5152,0.77,0.1045,0,2,2,Non Active
15239,2012-10-02,4,1,10,3,0,2,1,2,0.54,0.5152,0.88,0.194,1,4,5,Non Active
15240,2012-10-02,4,1,10,4,0,2,1,2,0.56,0.5303,0.83,0.0896,2,8,10,Non Active
15241,2012-10-02,4,1,10,5,0,2,1,2,0.56,0.5303,0.83,0.1343,1,42,43,Non Active
15242,2012-10-02,4,1,10,6,0,2,1,3,0.58,0.5455,0.83,0.1045,3,176,179,Non Active
15243,2012-10-02,4,1,10,7,0,2,1,3,0.58,0.5455,0.83,0.1045,4,256,260,Non Active
15244,2012-10-02,4,1,10,8,0,2,1,3,0.6,0.5455,0.88,0.0,6,128,134,Non Active
15245,2012-10-02,4,1,10,9,0,2,1,3,0.58,0.5455,0.88,0.1343,3,83,86,Non Active
15246,2012-10-02,4,1,10,10,0,2,1,3,0.58,0.5455,0.88,0.1343,3,42,45,Non Active
15247,2012-10-02,4,1,10,11,0,2,1,3,0.58,0.5455,0.94,0.1343,7,92,99,Non Active
15248,2012-10-02,4,1,10,12,0,2,1,2,0.6,0.5455,0.88,0.194,6,98,104,Non Active
15249,2012-10-02,4,1,10,13,0,2,1,2,0.6,0.5455,0.88,0.1343,6,148,154,Non Active
15250,2012-10-02,4,1,10,14,0,2,1,3,0.6,0.5455,0.88,0.1343,16,147,163,Non Active
15251,2012-10-02,4,1,10,15,0,2,1,3,0.62,0.5758,0.83,0.1343,14,195,209,Non Active
15252,2012-10-02,4,1,10,16,0,2,1,3,0.62,0.5606,0.88,0.1343,46,328,374,Non Active
15253,2012-10-02,4,1,10,17,0,2,1,3,0.62,0.5606,0.88,0.1045,38,677,715,Non Active
15254,2012-10-02,4,1,10,18,0,2,1,3,0.62,0.5455,0.94,0.0896,48,639,687,Non Active
15255,2012-10-02,4,1,10,19,0,2,1,3,0.62,0.5455,0.94,0.0,27,368,395,Non Active
15256,2012-10-02,4,1,10,20,0,2,1,3,0.62,0.5455,0.94,0.1343,20,286,306,Non Active
15257,2012-10-02,4,1,10,21,0,2,1,3,0.62,0.5455,0.94,0.1045,24,265,289,Non Active
15258,2012-10-02,4,1,10,22,0,2,1,2,0.62,0.5455,0.94,0.1045,28,212,240,Non Active
15259,2012-10-02,4,1,10,23,0,2,1,2,0.62,0.5455,0.94,0.0,11,87,98,Non Active
15260,2012-10-03,4,1,10,0,0,3,1,3,0.62,0.5455,0.94,0.0,5,47,52,Non Active
15261,2012-10-03,4,1,10,1,0,3,1,2,0.62,0.5455,0.94,0.0,3,16,19,Non Active
15262,2012-10-03,4,1,10,2,0,3,1,2,0.62,0.5455,0.94,0.0,2,7,9,Non Active
15263,2012-10-03,4,1,10,3,0,3,1,2,0.6,0.5152,0.94,0.0,0,7,7,Non Active
15264,2012-10-03,4,1,10,4,0,3,1,2,0.6,0.5,1.0,0.0,2,9,11,Non Active
15265,2012-10-03,4,1,10,5,0,3,1,2,0.62,0.5455,0.94,0.1045,2,32,34,Non Active
15266,2012-10-03,4,1,10,6,0,3,1,2,0.6,0.5152,0.94,0.1343,4,173,177,Non Active
15267,2012-10-03,4,1,10,7,0,3,1,2,0.6,0.5152,0.94,0.194,11,504,515,Non Active
15268,2012-10-03,4,1,10,8,0,3,1,2,0.62,0.5606,0.88,0.1045,28,781,809,Non Active
15269,2012-10-03,4,1,10,9,0,3,1,2,0.62,0.5758,0.83,0.194,30,332,362,Non Active
15270,2012-10-03,4,1,10,10,0,3,1,1,0.66,0.6061,0.78,0.1642,29,146,175,Non Active
15271,2012-10-03,4,1,10,11,0,3,1,1,0.66,0.6061,0.78,0.1642,52,178,230,Non Active
15272,2012-10-03,4,1,10,12,0,3,1,2,0.7,0.6515,0.7,0.1045,69,289,358,Non Active
15273,2012-10-03,4,1,10,13,0,3,1,2,0.7,0.6667,0.74,0.1045,55,224,279,Non Active
15274,2012-10-03,4,1,10,14,0,3,1,2,0.72,0.6818,0.7,0.1642,56,195,251,Non Active
15275,2012-10-03,4,1,10,15,0,3,1,2,0.72,0.6818,0.62,0.1642,59,260,319,Non Active
15276,2012-10-03,4,1,10,16,0,3,1,2,0.72,0.6667,0.58,0.0,42,436,478,Non Active
15277,2012-10-03,4,1,10,17,0,3,1,1,0.7,0.6515,0.65,0.0,84,833,917,Non Active
15278,2012-10-03,4,1,10,18,0,3,1,1,0.7,0.6515,0.65,0.0,54,756,810,Non Active
15279,2012-10-03,4,1,10,19,0,3,1,1,0.7,0.6515,0.65,0.0,49,544,593,Non Active
15280,2012-10-03,4,1,10,20,0,3,1,1,0.7,0.6515,0.65,0.0,48,449,497,Non Active
15281,2012-10-03,4,1,10,21,0,3,1,2,0.66,0.6212,0.74,0.0,14,195,209,Non Active
15282,2012-10-03,4,1,10,22,0,3,1,1,0.66,0.6212,0.74,0.0,9,232,241,Non Active
15283,2012-10-03,4,1,10,23,0,3,1,2,0.66,0.6061,0.78,0.0,21,199,220,Non Active
15284,2012-10-04,4,1,10,0,0,4,1,3,0.64,0.5758,0.89,0.0,11,65,76,Non Active
15285,2012-10-04,4,1,10,1,0,4,1,2,0.62,0.5455,0.94,0.0,2,23,25,Non Active
15286,2012-10-04,4,1,10,2,0,4,1,1,0.64,0.5758,0.89,0.0,3,10,13,Non Active
15287,2012-10-04,4,1,10,3,0,4,1,2,0.62,0.5606,0.88,0.0,5,6,11,Non Active
15288,2012-10-04,4,1,10,4,0,4,1,2,0.64,0.5758,0.89,0.0,0,10,10,Non Active
15289,2012-10-04,4,1,10,5,0,4,1,3,0.64,0.5758,0.89,0.1045,2,37,39,Non Active
15290,2012-10-04,4,1,10,6,0,4,1,3,0.62,0.5455,0.94,0.0896,1,132,133,Non Active
15291,2012-10-04,4,1,10,7,0,4,1,2,0.64,0.5758,0.89,0.0896,12,379,391,Non Active
15292,2012-10-04,4,1,10,8,0,4,1,1,0.64,0.5758,0.89,0.0,27,711,738,Non Active
15293,2012-10-04,4,1,10,9,0,4,1,2,0.64,0.5758,0.89,0.194,40,319,359,Non Active
15294,2012-10-04,4,1,10,10,0,4,1,2,0.66,0.6061,0.83,0.1343,27,150,177,Non Active
15295,2012-10-04,4,1,10,11,0,4,1,2,0.7,0.6515,0.7,0.1045,38,176,214,Non Active
15296,2012-10-04,4,1,10,12,0,4,1,2,0.72,0.6667,0.54,0.194,57,231,288,Non Active
15297,2012-10-04,4,1,10,13,0,4,1,2,0.72,0.6667,0.58,0.3284,63,231,294,Non Active
15298,2012-10-04,4,1,10,14,0,4,1,1,0.7,0.6515,0.61,0.2537,56,211,267,Non Active
15299,2012-10-04,4,1,10,15,0,4,1,1,0.72,0.6667,0.54,0.2836,77,248,325,Non Active
15300,2012-10-04,4,1,10,16,0,4,1,1,0.7,0.6515,0.54,0.2836,86,411,497,Non Active
15301,2012-10-04,4,1,10,17,0,4,1,1,0.7,0.6515,0.51,0.2239,112,789,901,Non Active
15302,2012-10-04,4,1,10,18,0,4,1,1,0.66,0.6212,0.57,0.1045,75,812,887,Non Active
15303,2012-10-04,4,1,10,19,0,4,1,1,0.66,0.6212,0.57,0.1045,67,467,534,Non Active
15304,2012-10-04,4,1,10,20,0,4,1,1,0.64,0.6061,0.65,0.1045,50,391,441,Non Active
15305,2012-10-04,4,1,10,21,0,4,1,1,0.62,0.6061,0.69,0.0,33,288,321,Non Active
15306,2012-10-04,4,1,10,22,0,4,1,1,0.64,0.6212,0.47,0.1343,29,203,232,Non Active
15307,2012-10-04,4,1,10,23,0,4,1,1,0.6,0.6212,0.56,0.0896,18,137,155,Non Active
15308,2012-10-05,4,1,10,0,0,5,1,1,0.56,0.5303,0.73,0.0,16,86,102,Non Active
15309,2012-10-05,4,1,10,1,0,5,1,1,0.54,0.5152,0.68,0.1045,3,43,46,Non Active
15310,2012-10-05,4,1,10,2,0,5,1,1,0.54,0.5152,0.73,0.0896,1,10,11,Non Active
15311,2012-10-05,4,1,10,3,0,5,1,1,0.54,0.5152,0.73,0.0,5,11,16,Non Active
15312,2012-10-05,4,1,10,4,0,5,1,1,0.54,0.5152,0.77,0.0,0,11,11,Non Active
15313,2012-10-05,4,1,10,5,0,5,1,1,0.52,0.5,0.77,0.0,0,41,41,Non Active
15314,2012-10-05,4,1,10,6,0,5,1,1,0.52,0.5,0.83,0.0,4,133,137,Non Active
15315,2012-10-05,4,1,10,7,0,5,1,1,0.52,0.5,0.83,0.1045,11,417,428,Non Active
15316,2012-10-05,4,1,10,8,0,5,1,1,0.58,0.5455,0.64,0.0,36,749,785,Non Active
15317,2012-10-05,4,1,10,9,0,5,1,1,0.6,0.6061,0.6,0.0896,58,326,384,Non Active
15318,2012-10-05,4,1,10,10,0,5,1,1,0.66,0.6212,0.54,0.0,68,192,260,Non Active
15319,2012-10-05,4,1,10,11,0,5,1,1,0.7,0.6515,0.48,0.194,90,214,304,Non Active
15320,2012-10-05,4,1,10,12,0,5,1,1,0.72,0.6515,0.42,0.1642,161,307,468,Non Active
15321,2012-10-05,4,1,10,13,0,5,1,1,0.7,0.6515,0.48,0.0,117,307,424,Non Active
15322,2012-10-05,4,1,10,14,0,5,1,1,0.74,0.6515,0.37,0.2239,113,287,400,Non Active
15323,2012-10-05,4,1,10,15,0,5,1,1,0.72,0.6515,0.39,0.2537,150,320,470,Non Active
15324,2012-10-05,4,1,10,16,0,5,1,1,0.72,0.6515,0.37,0.0,153,481,634,Non Active
15325,2012-10-05,4,1,10,17,0,5,1,1,0.7,0.6364,0.42,0.1642,158,742,900,Non Active
15326,2012-10-05,4,1,10,18,0,5,1,1,0.64,0.6212,0.57,0.1343,106,655,761,Non Active
15327,2012-10-05,4,1,10,19,0,5,1,1,0.62,0.5909,0.73,0.1642,67,433,500,Non Active
15328,2012-10-05,4,1,10,20,0,5,1,1,0.6,0.5758,0.78,0.1343,66,306,372,Non Active
15329,2012-10-05,4,1,10,21,0,5,1,1,0.6,0.5909,0.69,0.2239,47,220,267,Non Active
15330,2012-10-05,4,1,10,22,0,5,1,1,0.6,0.5909,0.73,0.2836,63,201,264,Non Active
